X1,Brand,Name,Old.Price,New.Price,ml,Concentration,Department,Scents,Base,Middle,Item.Rating,Seller,Seller.Rating,Number.Of.Sellers.Ratings,Change.In.Price,Change.In.Price.Percentage,Rating.Numbers
428,COACH,New York Platinum,11,7.9,2,EDP,Men,Oriental,"Patchouli, Vanilla Leather",Aromatic Accords,4.5,Princess of beauty,3.8,467,3.1,28.18,467
429,CAROLINA HERRERA,212 Vip,363,160,100,EDT,Men,Vanilla,"King Wood, Salty Amber, Tonka Beans","Chilled Vodka, Hot Ginger, Slice Of Apple",5,Al-Najm,3.7,347,203,55.92,347
430,Mercedes-Benz,Club Black,295,185,100,EDT,Women,Vanilla,"Ambroxan, Benzoin, Woodsy Notes, Vanilla","Jasmine, Incense",5,Parvant Store,3.8,76,110,37.29,76
431,TOMMY HILFIGER,Tommy Girl,380,122.95,100,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood, Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle, Butterfly Violets",4.4,Parvant Store,4.2,76,257.05,67.64,76
432,Guerlain,Vetiver,426,174,100,EDT,Men,Aromatic,"Vetiver, Oakmoss, Leather, Myrrh, Civet, Tonka Bean, Amber","Vetiver, Pepper, Carnation, Sage, Orris Root, Sandalwood",5,Nawaem_perfumes,3.9,69,252,59.15,69
433,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Cedar, Ambroxan","Geranium, Lavender, Elemi, Pink Pepper, Patchouli, Vetiver",5,Parfume-Stor,3.8,66,221.75,51.57,66
435,PACO RABANNE,Lady Million,420,158,80,EDP,Women,Floral,"Patchouli, White Honey, Amber","Jasmine, African Orange Flower, Gardenia",4.7,Show Biz,4.2,7,262,62.38,7
436,CARTIER,La Panthere,695,235.85,75,EDP,Women,Fruity,"Oakmoss, Musk, Patchouli, Leather","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.7,noon,4.2,98.1K,459.15,66.06,98100
437,DAVIDOFF,The Game,147,77,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",5,Cute Shop,4.2,98.1K,70,47.62,98100
438,PACO RABANNE,Ultraviolet,353,165,100,EDT,Men,Woody,"Indonesian Patchouli, Oakmoss","Tanzanian Black Pepper, Ambergris",4.4,Star.perfume,3.9,537,188,53.26,537
439,Shirley May,Black Car,21,9.95,100,EDT,Men,Citrus,"Amber, palisander rosewood","Cedar, spicy notes",4.5,Beautify,3.6,528,11.05,52.62,528
440,Ard Al Zaafaran,Oud Sharqia,65,18.4,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,3.6,450,46.6,71.69,450
442,GUESS,Marciano,150,80.7,100,EDT,Men,Spicy,"Woody, Spicy","Spicy, Lavenday, Sage",4.7,AMLAQ,3.9,135,69.3,46.2,135
443,Estee Lauder,Modern Muse Nuit,615,284.8,100,EDP,Women,Floral,"Vanilla, Amber, Patchouli, Sandalwood","Heliotrope, Chamomile, Chinese Jasmine",5,AMLAQ,3.9,135,330.2,53.69,135
444,BURBERRY,My Burberry,699,226.65,90,EDP,Women,Floral,"Oined with Damascus, Centifolia Rose","Freesia Flowers, Golden Quince",5,AMLAQ,3.9,135,472.35,67.58,135
445,Rasasi,Hatem,129,69.25,75,EDP,Unisex,Spicy,"Woody, Aandal, Cedar Wood, Musk","Jasmine, Rose",5,Instant,3.7,44,59.75,46.32,44
446,LACOSTE,Joy Of Pink,427,113.95,90,EDT,Women,Floral,"Musk, vanilla","Jasmine, carrot, spicy coriander",4.4,Kado Store,4.3,23,313.05,73.31,23
447,LALIQUE,Le'Parfum,143,143,100,EDP,Women,Oriental,"Sandalwood, Tonka Bean, Patchouli, Vanilla","Jasmine, Heliotrope",4.4,Beautiful Live,4.1,7,0,0,7
448,GUCCI,Memoire  D'une Odeur EDP For Uni,530,349.95,100,EDP,Unisex,Fresh,"Sandalwood, Cedar, Vanilla","Coral Jasmine, Jasmine Petals, Musks",5,noon,4.2,98.1K,180.05,33.97,98100
449,VERSACE,Versace,216,137.45,100,EDP,Women,Fruity,"Musk, Grey Amber, Inoki Wood","Lotus, Plum, Raspberry, Lebanese Blue Cedar",4.4,noon,4.2,98.1K,78.55,36.37,98100
450,DORALL COLLECTION,Oud Wood,19,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,4.2,14.1K,9.1,47.89,14100
451,HUGO BOSS,The Scent,426,135,100,EDT,Men,Spicy,"Leather, Woody Notes","Lavender, Maninka",3.6,Perfume Ms,3.7,537,291,68.31,537
452,CHOPARD,Casmir,292,94.9,100,EDP,Women,Vanilla,"Amber, Woods, Musk, Patchouli, Sandalwood, Vanilla","Geranium, Jasmine, Lily-Of-The-valley",4.5,King-Perfume,3.9,450,197.1,67.5,450
453,CAROLINA HERRERA,212 Sexy,420,151,100,EDP,Women,Floral,"Cotton Candy, Musk, Sandalwood, Vanilla","Gardenia, Geranium",4.7,Al-Najm,3.7,347,269,64.05,347
454,Guerlain,L'instant,722,262.9,100,EDP,Women,Vanilla,"Vanilla, Benzoin, Musk, Amber","Magnolia, Sambac Jasmine, Ylang-Ylang, Iris",4.2,Abu Al Tayyeb Perfumes,3.7,347,459.1,63.59,347
455,BVLGARI,Rose Essentielle,533,274.9,100,EDP,Women,Floral,"Sandalwood, Patchouli","Blackberry Are Softened With Delicate Violet, Jasmine Trace",5,Perfume Ports,3.9,135,258.1,48.42,135
456,Parfums Gres,Cabotine De Gres,110,78,100,EDP,Women,Floral,"Patchouli, Sandalwood, Musk","Ginger, Lily, Tubereuse, Wild Hyacinth",4.5,Nawaem_perfumes,3.9,69,32,29.09,69
458,LOEWE,Esencia Pour Homme,514,177,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar, Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium, Black Currant",5,Pinch Of Perfum,3.5,32,337,65.56,32
459,Calvin Klein,CK Be,125,110,200,EDT,Unisex,Spicy,"Sandalwood, Amber, Cedar, Oakmoss","Green Grass, Magnolia, Orchid, Freesia, Peach, Jasmine",5,Abu Al Tayyeb Perfumes,4.2,7,15,12,7
460,HUGO BOSS,Boss,375,105,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood, Vanilla","Geranium, Cinnamon, Cloves",4.7,Acacia Rose,4.8,77,270,72,77
461,Marc Jacobs,Daisy Eau So Fresh,330,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5,noon,4.2,98.1K,150.6,45.64,98100
462,MONTBLANC,Legend,342,108.5,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,4.1,98,233.5,68.27,98
463,COACH,New York Coach Dreams,310,201.75,90,EDP,Women,Floral,"Joshua Tree, Ambroxan","Gardenias, Cactus Flowers",4,noon,4.2,98.1K,108.25,34.92,98100
464,Dolce & Gabbana,Intenso,310,194.5,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk, Amber","Hay, Moepel Accord, Bran, Clary Sage",4.5,Abu Al Tayyeb Perfumes,3.9,537,115.5,37.26,537
465,GUESS,Marciano,171,76.8,100,EDP,Women,Citrus,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",4.4,Lolita Shop,3.5,244,94.2,55.09,244
466,Remy Marquis,Shalis,50.35,50.35,100,EDP,Men,Fruity,"Nutmeg, Oakmoss, Sandalwood","Lavender, Basil",5,VIP.PARFUME,3.5,244,0,0,244
467,LANVIN PARIS,Rumeur 2 Rose,126,106.85,100,EDP,Women,Floral,"Patchouli, Amber, Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia, Honeysuckle",4.3,goldiaa,4.1,135,19.15,15.2,135
468,Roberto Cavalli,cavali,499,115,75,EDP,Men,Arabian,"Roasted Tonka Grain, Laos Benzoin","Orange Blossom Extract, Mirabelle Plum",4.3,hadayiq baris,3.8,122,384,76.95,122
469,Roberto Cavalli,Florence Amber,499,209.9,75,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",4.5,Parvant Store,3.8,78,289.1,57.94,78
470,CARON,De Caron,388,178,200,EDT,Men,Fresh,Musk,Vanille,4.3,The Wealth of Beauty,3.7,59,210,54.12,59
471,Paris Hilton,Heiress,224,151,100,EDP,Women,Fruity,"Violet Leaf, Tahiti Tonka, Light Wood","Jasmine, Tiare Lily, Delightfully Sweet Ylang-Ylang, Honeysuckle, Grenadine",4.4,Abu Al Tayyeb Perfumes,3.6,30,73,32.59,30
472,CAROLINA HERRERA,212 VIP,445,190,80,EDP,Women,Arabian,"Vanille, Tonka Bean","Musk, Gardenia",4.4,Number One,4.2,98,255,57.3,98
473,S.T.Dupont,Essence Pure,215,84.6,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla, Cedar","Jasmine, Rose",4.4,noon,4.2,98.1K,130.4,60.65,98100
474,JAGUAR,Jaguar,179,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K,119.3,66.65,98100
475,LACOSTE,L.12.12 Blanc,108,89.95,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver",Ylang,5,noon,4.2,98.1K,18.05,16.71,98100
476,BURBERRY,My Burberry,494,179,50,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",5,noon,4.2,98.1K,315,63.77,98100
477,DORALL COLLECTION,Love You Like Crazy,25,7.25,100,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",4.5,B.A.G,3.7,14.1K,17.75,71,14100
478,TRUSSARDI,Extreme,462,127.95,100,EDT,Men,Woody,"Vetiver, Patchouli","Fruity-Gourmand, Dark Plum, Powdery Iris",5,Perfumes-shop,3.9,537,334.05,72.31,537
479,VERSACE,Versace Pour Homme,405,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans, Musk","Geranium, Clary Sage, Blue Hyacinth",4.7,King-Perfume,3.8,450,241.45,59.62,450
481,Roberto Cavalli,Paradiso,500,165,75,EDP,Women,Woody,"Pine Tree, Cypress, Laurels",Jasmine,4.6,hadayiq baris,3.8,122,335,67,122
482,LALIQUE,Encre Noire,165,140,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.9,23,25,15.15,23
483,AZZARO,Visit,156,106,100,EDT,Men,Woody,"Gray Amber, Musk","Lebanese Cedar, Guaiac Tree, Incense",4.3,Beautiful Live,4.1,7,50,32.05,7
484,Calvin Klein,Escape,235,96.25,100,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss, Vetiver","Rosemary, Cypress, Fir, Sage, Birch, Sea notes",4.5,noon,4.2,98.1K,138.75,59.04,98100
485,TRUSSARDI,My Name,308,228,50,EDP,Women,Floral,"Dry Amber, Vanilla","Lilac, Musk",4.6,noon,4.2,98.1K,80,25.97,98100
486,S.T.Dupont,Passenger,310,106.15,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk, Sandalwood","Cyclamen, Rose, Gardenia, White Peach",4.9,noon,4.2,98.1K,203.85,65.76,98100
487,Calvin Klein,Beauty,150,106.45,100,EDP,Women,Floral,Cedarwood,Jasmine,4.8,Star.perfume,3.9,537,43.55,29.03,537
488,GUESS,Guess,113,103.6,100,EDT,Women,Woody,"Australian Sandalwood, Musk, Vanilla","Peony, Violet, Jasmine",5,Star.perfume,3.9,537,9.4,8.32,537
489,HUGO BOSS,Bottled Intense,426,157.85,100,EDP,Men,Spicy,"Sandalwood, Cedar, Vetiver, Vanilla","Geranium, Cloves, Cinnamon",4.5,AMLAQ,3.9,135,268.15,62.95,135
490,Rasasi,Royale,43.25,43.25,75,EDT,Men,Spicy,Aromatic Scents,Delicate Musk Fragrance,4,neo lek,3.5,88,0,0,88
491,Estee Lauder,Private Collection,505,197,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang, Coriander",5,Royal Scent,3.9,69,308,60.99,69
492,armani,Because It's You by Emporio,427,154.7,100,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,5,Asrar Aljamal,3.8,66,272.3,63.77,66
493,BURBERRY,The Beat,280,150,75,EDP,Women,Floral,"White Musk, Vetiver, Cedar Wood","Ceylon Tea, Iris, Bluebell",4.3,Faces,4.2,61,130,46.43,61
494,Lattafa,Rouat Al Oud,99,45,100,EDP,Women,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",5,Rihanna World Store,4.4,8,54,54.55,8
495,Yves Saint Laurent,La Nuit De L`Homme,536,314,100,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",5,The first fragrance,4.1,7,222,41.42,7
496,Ajmal,Blu,177,139.95,90,EDP,Men,Fresh,"Sandalwood, Musk, Amber","Lotus, Jasmine",4,noon,4.2,98.1K,37.05,20.93,98100
497,Mont Blanc,Legend,220,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose, Apple",5,noon,4.2,98.1K,78.05,35.48,98100
498,HERMES,Terre D' Hermes,474,173,100,EDT,Men,Citrus,"woody notes, patchouli, cedar",geranium,3.9,noon,4.2,98.1K,301,63.5,98100
499,HUGO BOSS,Bottled Tonic,376,124.9,100,EDT,Men,Citrus,"Woodsy Notes, Vetiver","Ginger, Cinnamon, Cloves, Geranium",4.1,Star.perfume,3.9,537,251.1,66.78,537
500,Roberto Cavalli,Dupont,360,120,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanille",African Orange Flower,4.6,Star.perfume,3.9,537,240,66.67,537
501,BURBERRY,Burberry Body,13,8.5,2,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",4,Princess of beauty,3.8,467,4.5,34.62,467
502,BENTLEY,Intense,169,128,100,EDP,Men,Spicy,"Leather, Benzoin, Incense, Cedar, Patchouli","Clary Sage, African Geranium, Cinnamon, Rum, Wood",4.3,Parisian Store,3.9,425,41,24.26,425
503,BURBERRY,My Burberry,700,197.95,90,EDP,Women,Floral and Oriental,"Damascus, Centifolia Rose","Geranium, Freesia Flowers, Golden Quince",4.7,Grass gulf,3.9,135,502.05,71.72,135
504,Estee Lauder,Private Collection,330,219.4,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",5,Golden Perfumes,3.6,111,110.6,33.52,111
505,LALIQUE,Encre Noire,485,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,3.7,76,348.05,71.76,76
507,LANVIN PARIS,Modern Princess,356,174,90,EDP,Women,Floral,"White Musk, white wood, Vanilla orchid","Jasmine, Freesia",5,Ryhana Perfume,4.2,25,182,51.12,25
508,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361,186,50,EDT,Men,Citrus,"Patchouli, Oakmoss, Sandalwood","Cloves, Lily, Nutmeg",4.7,noon,4.2,98.1K,175,48.48,98100
509,Nikos,Sculpture Homme,220,52.95,100,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",4.5,noon,4.2,98.1K,167.05,75.93,98100
510,DAVIDOFF,The Brilliant Game,215,93.75,100,EDT,Men,Arabian,Sensual Addiction Of The Tonka Bean Note,Charismatic Virility Of A Cedarwood,4.2,noon,4.2,98.1K,121.25,56.4,98100
511,BURBERRY,London,370,172.5,100,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",4.7,Star.perfume,3.9,537,197.5,53.38,537
512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.7,319,333.25,75.4,319
513,Parfums Gres,Cabotine,135,75,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk, Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet, Iris",4.8,AMLAQ,3.9,135,60,44.44,135
514,Elizabeth Arden,Green Tea,77,72.95,100,EDP,Women,Citrus,"Caraway, Amber, Musk, By Green Tea , Jasmine, Cloves, Oakmoss, Celery Seeds","Carnation, Musk, jasmine, Oakmoss, Amber, white Fennel",5,Golden Perfumes,3.6,111,4.05,5.26,111
516,LANVIN PARIS,L'Homme Sport,170,149.45,100,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss, Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid, Cloves",4,Parvant Store,3.8,76,20.55,12.09,76
517,J.CASANOVA,Pandora,79.95,79.95,50,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber, Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus, Orchid",5,VIP.PARFUME,3.5,75,0,0,75
518,HUGO BOSS,Femme,316,139.95,75,EDP,Women,Floral,"Apricot, Lemon Wood.","Jasmine, Fleur De Lys, Bulgarian Rose",4.8,Grass gulf,3.9,69,176.05,55.71,69
519,Calvin Klein,Secret Obsession,202,163.95,100,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla, Sandalwood","Jasmine, Orange Flower, Tuberose",5,Chansles,3.9,33,38.05,18.84,33
520,AZZARO,Wanted,365,196.2,100,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",5,noon,4.2,98.4K,168.8,46.25,98400
521,Kenneth Cole,Black,315,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf, Suede","Nutmeg, Incense, Cedar, Lotus, Exotic Woods",4.5,noon,4.2,98.1K,137.1,43.52,98100
522,CARTIER,La Panthere,693,249.25,75,EDP,Women,Fruity,"Oakmoss, Musk, Leather, Patchouli","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.3,noon,4.2,98.1K,443.75,64.03,98100
523,adidas,Victory League,77,30.55,100,EDT,Men,Vanilla,"Cedarwood, Vanilla, Musk","Lavender, Pear, Cinnamon",4.6,noon,4.2,98.1K,46.45,60.32,98100
524,S.T.Dupont,Dupont,221,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae, Amber","Essence Of Birch, Iris, Cedar Wood",4.4,noon,4.2,98.1K,137.1,62.04,98100
526,BURBERRY,London,241,140,50,EDP,Women,Floral,"Sandalwood, Musk, Patchouli","Tiare Flower, Jasmine, Peony, a Hint of Fresh Clementine Zest",4.6,Star.perfume,3.9,537,101,41.91,537
527,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,"Sandalwood, Musk","Pineapple, Rose",4.4,Al-Najm,3.7,347,247,66.22,347
529,Laura Biagiotti,Roma Uomo,289,173.8,125,EDT,Men,Citrus,"Cedarwood, Patchouli, Sandalwood, Benzoin","Jasmine, Heliotrope, Juniperberry, Balsam Fir",4.5,AMLAQ,3.9,135,115.2,39.86,135
530,Juicy Couture,Viva La Juicy,151.8,151.8,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood, Vanilla","Honeysuckle, Gardenia, Jasmine",4.8,AMLAQ,3.9,135,0,0,135
532,NARCISO RODRIGUEZ,Narciso Rodriguez,436,207,50,EDP,Women,Floral,"Patchouli, Sandalwood","Amber, Musk",5,Ahmed Mohamed Abbas Abbas Trading Est,4.2,98,229,52.52,98
533,Dolce & Gabbana,3 L'Imperatrice,640,157.65,100,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",4,noon,4.2,98.1K,482.35,75.37,98100
534,PRADA,Amber Intense,324,321.95,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,noon,4.2,98.1K,2.05,0.63,98100
535,CHOPARD,Wish,210,83.9,75,EDP,Women,Arabian,"Voluptuous Sensuality, Living Temple Incense, Amber, Vanilla Bean, Toffee, Tonka Bean","Floral Bouquet, Living Patchouli Flower, Magnolia, Jasmine, Living Osmanthus Flower",4.8,noon,4.2,98.1K,126.1,60.05,98100
537,Rasasi,Blue Lady,59,27,40,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber, Musk","Peach, Plum, Narcissus, Jasmine",4.5,Kathya,3.8,116,32,54.24,116
539,MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.9,16.9,25,EDP,Women,Jasmine,balsamic,bakhoor,5,warddah,3.7,56,0,0,56
540,GUESS,Dare,92,79.9,100,EDT,Men,Spicy,"Musk, Patchouli, Cedar Wood","Flowers Herb Shepherd, Cashmere, Jasmine",4.3,Noor,3.6,27,12.1,13.15,27
541,Mancera,Musky Garden,396,297.65,120,EDP,Women,Floral,"White Musk, Blackberry, Raspberry, Amber","Iris, Bulgarian Rose, Indian Jasmine, Patchouli Leaf",5,Tiffany,4.3,22,98.35,24.84,22
542,LACOSTE,Eau De Lacoste,420,139,90,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose, Orange Flower",4.6,Beautiful Live,3.8,7,281,66.9,7
543,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver, Cedar","mimosa, iris, violet, sage, rose, geranium, Narcissus",5,Beautiful Live,3.9,7,22.1,21.05,7
544,BURBERRY,Burberry Body,499,148.3,85,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber, Vanilla","Roses, Iris",5,noon,4.2,98.1K,350.7,70.28,98100
545,JAGUAR,Classic,120,63.75,100,EDT,Men,Arabian,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.4,noon,4.2,98.1K,56.25,46.88,98100
546,DAVIDOFF,Cool Water,150,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K,78.25,52.17,98100
547,GUESS,Marciano,111,83.3,100,EDP,Women,Citrus,"Vanilla, Musk, Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",4.4,noon,4.2,98.1K,27.7,24.95,98100
548,jennifer lopez,Still,330,108.3,100,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",4,Star.perfume,3.9,537,221.7,67.18,537
549,Armaf,Club De Nuit Intense,210,190,200,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",5,Attractive perfume,3.5,244,20,9.52,244
550,Genie,1029 Collection,36,14.4,25,EDP,Women,Fruity,"Vegetal Amber, Musk, Mahogany","Magnolia, Lotus, Peony",4,moon perfume,3.7,199,21.6,60,199
551,cacharel,Anais Anais Loriginal,157.1,157.1,50,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk, Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine, Ylang-Ylang",4.5,AMLAQ,3.9,135,0,0,135
552,HOUBIGANT,Quelques Fleurs L'Original,599,285,100,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",5,AMLAQ,3.9,135,314,52.42,135
553,Dolce & Gabbana,The One Royal Night,630,290.75,100,EDP,Men,Woody,"Sandalwood, Cedar, Amber, Labdanum","Pear Wood, Nutmeg",5,AMLAQ,3.9,135,339.25,53.85,135
554,Givenchy,Xeryus Rouge,259,199,100,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense, cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain, geranium",4.4,Brides Palace,3.5,32,60,23.17,32
555,Ajmal,Sacrifice,153,70,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,3.5,27,83,54.25,27
556,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver, Amber","Orange Flower, Muguet, Jasmine, Ylang-Ylang",4.6,noon,4.2,98.1K,388.8,68.21,98100
557,Armaf,Club De Nuit Intense Man,162,124.3,105,EDT,Men,Citrus,"Amber, Agarwood, Vanilla, Patchouli","Caraway, Nutmeg, Violet, Pepper",5,noon,4.2,98.1K,37.7,23.27,98100
558,Mancera,Roses Vanille,485,248.85,120,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",5,noon,4.2,98.1K,236.15,48.69,98100
559,DORALL COLLECTION,DC,29,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4,B.A.G,3.7,14.1K,19.7,67.93,14100
560,COACH,New York,5.6,5.6,2,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",4.7,Princess of beauty,3.8,467,0,0,467
561,GIORGIO ARMANI,Code,513,265,75,EDT,Men,Citrus,"Tobacco, Leather, Tonka Bean",Olive Flower Spiced With Star Anise,5,goldiaa,4.1,135,248,48.34,135
562,Van Cleef & Arpels,First,300,171.5,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5,AMLAQ,3.9,135,128.5,42.83,135
563,LOEWE,Esencia,529,200,100,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",4.5,Parfume-Stor,4.3,118,329,62.19,118
565,ESCADA,Especially Elixir,283,198.5,75,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere, Dry Amber","Ylang Ylang, Turkish Rose, Plums",4.3,The Wealth of Beauty,3.8,78,84.5,29.86,78
566,JAGUAR,Classic Blue,290,67,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.2,59,223,76.9,59
568,COACH,Floral,357,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla, Woody Notes","Gardenia, Hedione, Jasmine Sambac, Tea Rose",4.6,noon,4.2,98.1K,183.4,51.37,98100
569,VERSACE,The Dreamer,499,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K,363.3,72.81,98100
570,Aramis,900 Herbal Spray,179,100,100,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",4,Star.perfume,3.9,537,79,44.13,537
